id,bim360_account_id,bim360_project_id,custom_identifier,title,question,status,due_date,linked_document,linked_document_version,linked_document_close_version,official_response,official_response_status,responded_at,responded_by,created_by,created_at,updated_by,updated_at,closed_by,closed_at,suggested_answer,manager_id,answered_at,answered_by,cost_impact,schedule_impact,priority,reference,opened_at,location_id,rfi_type,bridged_source,bridged_target
edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,7,Discrepancy in level_ Capping Beam at Zone -2  (UGT Area),"D-wall at zone -2 was cast as per revised level i.e. -300 (Refer dwg- 24296, sheet-2 RC (21.01.20250))
As per GFC of UGT the top of same wall is shown at -1400 (Refer Dwg.- GZB-A-TA-UGT-261-GFC)

Requesting for review the same and provide caping beam details along with slab dowels, if any",closed,2025-07-10 00:00:00,,,,"Dushyant Verma (Omaxe Limited): We have discussed this with internal Architecture team, the top of D-wall shall be as per Architecture drawing. We would recommend to dismantle aproximately 600mm D-wall from the existing level. All the reinforcement of D-wall shall also need to be cut. Further dismantling of D-wall will be decided as per final landscape and related services drawings at later stage, and wherever required, only that part need to be dismantle.",answered,2025-07-15 09:13:43.456,7XGJKR7GMJ4QN93J,7XGJKR7GMJ4QN93J,2025-07-08 04:30:54.689,7XGJKR7GMJ4QN93J,2025-07-15 09:13:43.69,7XGJKR7GMJ4QN93J,2025-07-15 09:13:43.456,,7XGJKR7GMJ4QN93J,2025-07-15 07:40:03.259,G5LJ2CH9PRAMRT7X,,,High,,2025-07-08 04:30:54.683,8dd7807e-e644-45ca-b47e-aa20abfd8b76,9efdc739-2919-42e2-a899-d87d34b024f8,f,f
337cf77d-9035-4ea4-b98c-9343ef205817,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,10,Landscape ,Landscape Drawing Required,closed,2025-05-23 00:00:00,,,,Ashwin Kumar (Krion Consulting Pvt Ltd): ft,answered,2025-05-22 10:43:52.234,3NH2Q57QKQWJE37V,CMJ2N3U8MSMRM8ZA,2025-05-22 10:27:08.743,3NH2Q57QKQWJE37V,2025-05-22 10:43:52.264,3NH2Q57QKQWJE37V,2025-05-22 10:43:52.234,,3NH2Q57QKQWJE37V,2025-05-22 10:43:47.212,3NH2Q57QKQWJE37V,No,No,High,,2025-05-22 10:37:14.826,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,93c573ab-c8a3-4f70-9e41-c11f585efb3a,f,f
5b720536-4706-4490-b00b-9d3e8f81a3ff,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,16,Cover In foundation ,Cover in foundation is not clear kindly resolve asap ,openRev1,2025-08-10 00:00:00,,,,,,,,7XGJKR7GMJ4QN93J,2025-08-08 06:19:52.89,,2025-08-08 06:19:52.891,,,,7XGJKR7GMJ4QN93J,,,No,No,Normal,,2025-08-08 06:19:52.883,e4115bda-bd83-4545-ac55-98e16412dda5,93c573ab-c8a3-4f70-9e41-c11f585efb3a,f,f
5d584edc-7355-457f-97d2-16c8a0318d6b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,1,Grade of Concrete,,closed,2025-03-07 00:00:00,,,,Manoj M (Omaxe Limited): Go with M30,answered,2025-03-07 07:56:02.911,Z3429E4KRUPBNHD4,EHAJMY6KJEY6BP5Y,2025-03-07 07:50:01.212,Z3429E4KRUPBNHD4,2025-03-07 07:56:03.29,Z3429E4KRUPBNHD4,2025-03-07 07:56:02.911,,Z3429E4KRUPBNHD4,2025-03-07 07:54:59.918,Z3429E4KRUPBNHD4,,,Normal,,2025-03-07 07:54:27.625,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
63a8591c-f7bd-4448-8d90-e3894eb810e8,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,,Beam Reinforcement Checking Panel no1 to Panel no87,,draft,2025-05-22 04:19:29.014,,,,,,,,3TSJN3BRN9YVX2DX,2025-05-22 04:18:09.859,3TSJN3BRN9YVX2DX,2025-05-22 04:23:51.576,,,"",,,,,,Normal,,,"",13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
6f61287e-aabf-4244-9508-328892a68dcd,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,4,Reinforcement,,closed,2025-05-16 00:00:00,,,,Manoj M (Krion Consulting Pvt Ltd): OK this is clarified,rejected,2025-06-10 08:35:28.671,Z3429E4KRUPBNHD4,CMJ2N3U8MSMRM8ZA,2025-05-14 10:38:52.765,Z3429E4KRUPBNHD4,2025-06-10 08:35:28.952,Z3429E4KRUPBNHD4,2025-06-10 08:35:28.671,,CMJ2N3U8MSMRM8ZA,2025-06-10 08:26:17.586,Z3429E4KRUPBNHD4,No,No,Normal,,2025-05-14 10:38:52.761,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
7282e0b3-873b-4574-bd2c-3fc97d553ee9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,13,Demo,1,closed,2025-06-21 00:00:00,,,,Nayan bhatt (Omaxe Limited): ok,answered,2025-06-20 12:35:19.759,DVW2J8GUNHESYYKC,DVW2J8GUNHESYYKC,2025-06-12 05:23:13.223,DVW2J8GUNHESYYKC,2025-06-20 12:35:20.27,DVW2J8GUNHESYYKC,2025-06-20 12:35:19.759,Y,DVW2J8GUNHESYYKC,2025-06-20 12:34:50.457,DVW2J8GUNHESYYKC,Yes,Yes,High,,2025-06-20 12:34:18.164,10082042-c56c-49e4-accd-6facdae50a00,a089e4cb-f248-4307-baa4-71185ce107fc,f,f
7f5cb8a6-045c-4ea5-9be3-1015bd7d7ce3,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,9,Facade,Facade Drawing required,answered,2025-05-23 00:00:00,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-05-22 09:49:56.392,CMJ2N3U8MSMRM8ZA,2025-05-22 10:19:41.649,,,,3NH2Q57QKQWJE37V,2025-05-22 10:19:41.566,CMJ2N3U8MSMRM8ZA,No,No,Normal,,2025-05-22 10:12:10.645,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,6a72303d-ef1f-4d0a-be4a-f98e9f24fcb0,f,f
82eab9df-677f-4593-8f6d-8c74e38a1ff6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2,Grade of Steel,,closed,2025-03-07 00:00:00,,,,Manoj M (Omaxe Limited): 550D,answered,2025-03-07 08:04:05.63,Z3429E4KRUPBNHD4,EHAJMY6KJEY6BP5Y,2025-03-07 08:00:15.292,Z3429E4KRUPBNHD4,2025-03-07 08:04:05.681,Z3429E4KRUPBNHD4,2025-03-07 08:04:05.63,,Z3429E4KRUPBNHD4,2025-03-07 08:03:41.962,Z3429E4KRUPBNHD4,,,Normal,,2025-03-07 08:02:57.471,"",13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
85a9b9a0-7602-43cb-8103-fcdcc3f3453b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,,R/F detail required for column C12 (G.Floor),"Dear Sir,
As per dwg. no......................column C12 R/F details not available at G>F level. Please provide.",submitted,2025-08-26 00:00:00,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-08-22 05:49:36.419,,2025-08-22 05:49:36.42,,,,3NH2Q57QKQWJE37V,,,No,No,Normal,,,a015125e-b466-43c8-a73a-8a430df848f0,93c573ab-c8a3-4f70-9e41-c11f585efb3a,f,f
940d0f6c-6d48-4a8e-884b-f75a8b003042,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,7,Elevation detail required,Elevation detail required,void,,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-05-22 06:20:35.998,V9Q2X946QA52XTJG,2025-05-22 07:00:00.072,V9Q2X946QA52XTJG,2025-05-22 07:00:00.049,,V9Q2X946QA52XTJG,,,No,No,High,,2025-05-22 06:20:35.993,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,30be815a-143b-45fa-90c3-e4483e2eb169,f,f
9bf2869f-da2e-4282-8c03-5588b932d8b4,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,3,steel,Reinforcement details required,open,2025-05-15 00:00:00,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-05-14 10:29:42.846,,2025-05-14 10:29:42.846,,,,CMJ2N3U8MSMRM8ZA,,,No,No,Normal,,2025-05-14 10:29:42.841,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
b0299193-39bf-4e3b-891f-8659b358ae85,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,,Grade of Concrete Required,Grade for Column?,draft,2025-03-07 00:00:00,,,,,,,,Z3429E4KRUPBNHD4,2025-03-05 09:42:35.62,,2025-03-05 09:42:35.621,,,Grade ,,,,Yes,No,High,,,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
bbbe4f4d-c828-4278-acf3-729f1793774a,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,6,Reinforcement detail required,1. ,open,2025-05-23 00:00:00,,,,,,,,CMJ2N3U8MSMRM8ZA,2025-05-19 09:24:31.456,,2025-05-19 09:24:31.457,,,,CMJ2N3U8MSMRM8ZA,,,No,No,High,,2025-05-19 09:24:31.449,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
bfaf378f-5271-4593-8374-2d1495aacea0,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,5,TEST,Please provide BBS,open,2025-05-15 00:00:00,,,,,,,,YEYJGRGXQH2X5DAY,2025-05-14 11:27:03.316,YEYJGRGXQH2X5DAY,2025-05-14 11:27:38.03,,,,CMJ2N3U8MSMRM8ZA,,,,,Normal,,2025-05-14 11:27:38.001,a015125e-b466-43c8-a73a-8a430df848f0,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
cdad1adc-45ec-4168-82b0-16632c84986e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,8,Section,,answeredRev1,2025-05-24 00:00:00,,,,Deepak Kumar (Omaxe Limited): Drawing issued.,answered,2025-05-22 09:18:09.306,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-05-22 07:06:00.559,3NH2Q57QKQWJE37V,2025-05-22 09:20:06.907,,,,3NH2Q57QKQWJE37V,2025-05-22 09:18:09.306,CMJ2N3U8MSMRM8ZA,,,Normal,,2025-05-22 07:27:31.474,"",93c573ab-c8a3-4f70-9e41-c11f585efb3a,f,f
e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,14,R?F details Required,Grid X1-X12/Y1-Y6 Reinforcement details missing in drawing.,closed,2025-08-05 00:00:00,,,,Deepak Kumar: Details Provided.,answered,2025-08-01 10:14:48.761,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-08-01 10:12:12.405,CMJ2N3U8MSMRM8ZA,2025-08-01 10:14:48.807,CMJ2N3U8MSMRM8ZA,2025-08-01 10:14:48.761,,CMJ2N3U8MSMRM8ZA,2025-08-01 10:13:41.58,CMJ2N3U8MSMRM8ZA,No,No,Normal,,2025-08-01 10:12:12.4,10082042-c56c-49e4-accd-6facdae50a00,01ba4b5e-d01a-4ae1-a883-c4e69519f797,f,f
e7de1f64-5f22-4757-ae61-7275b21cec04,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,,Structure details of St-01,,draft,,,,,,,,,K2J2KRKSN8WCREQG,2025-05-07 07:01:00.117,,2025-05-07 07:01:02.344,,,,,,,,,,,,"",13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
e911b3a0-8a76-4e79-8397-1a01a94d58bb,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,11,Anchor Reinforcement Approval,Details Required,open,2025-05-31 00:00:00,,,,,,,,YQH2SLPMM8Q48DDT,2025-05-19 07:40:51.853,CMJ2N3U8MSMRM8ZA,2025-06-19 06:36:27.093,,,,CMJ2N3U8MSMRM8ZA,,,,,Normal,,2025-05-30 07:10:13.81,f0082b67-11b1-434e-b1b3-72fc53ea8ea7,13165934-e1ef-481c-ad99-e29a7b9b66d6,f,f
ebae4fd9-7df4-4399-b7d0-5c192d69587c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,12,Reinforcement Detail required,Column Reinforcement detail required,closed,2025-06-16 00:00:00,,,,"Deepak Kumar (Omaxe Limited): Dear Sir,
Please find attached revised reinforcement details.",answered,2025-06-13 08:50:47.147,CMJ2N3U8MSMRM8ZA,CMJ2N3U8MSMRM8ZA,2025-06-13 08:48:34.57,CMJ2N3U8MSMRM8ZA,2025-06-13 08:50:47.174,CMJ2N3U8MSMRM8ZA,2025-06-13 08:50:47.147,,CMJ2N3U8MSMRM8ZA,2025-06-13 08:50:34.11,CMJ2N3U8MSMRM8ZA,No,No,High,,2025-06-13 08:48:34.566,ff0d854b-5b56-45fc-87ab-6ee969bbd83d,01ba4b5e-d01a-4ae1-a883-c4e69519f797,f,f
67813d5f-7d58-4fdc-bffd-68324f052c5e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,,Column C172 Size mismatched in Layout drawing and column schedule drawing,The size of column no C172 in Layout Drawing is GNBT-S-TA-FD-1.01-GFC is 1100 X 900 and in column schedule drawing no-GNBT-S-TA-COL-5.02-GFC is 1300 X 900. Please Clarify with updated Steel details.,draft,2025-08-18 00:00:00,,,,,,,,FXYJ2FJQL3UMY6KM,2025-08-16 05:24:30.492,FXYJ2FJQL3UMY6KM,2025-08-16 05:39:22.651,,,,SFB2VPYZKPQ7XEGT,,,Yes,Yes,High,X9/Y6,,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
713040cc-7359-40c4-9cde-2538924f9ac3,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,,"Grade Slab reinforcement is given only from column, shear wall and D wall but the dowels or rebar is not specified in footing, also the length is mentioned only Ld which is more likely 36 X dia of bar= 360mm and the lap between steel reinforcement and GFRB is mentioned 600mm.","Grade Slab reinforcement is given only from column, shear wall and D wall but the dowels or rebar is not specified in footing, also the bottom dowel length is mentioned only Ld which is more likely 36 X dia of bar= 360mm and the lap between steel reinforcement and GFRB is mentioned 600mm. The difference is in negative. So please confirm the dowel lenght",draft,2025-08-28 00:00:00,,,,,,,,FXYJ2FJQL3UMY6KM,2025-08-27 12:47:49.14,FXYJ2FJQL3UMY6KM,2025-08-27 12:47:59.322,,,,SFB2VPYZKPQ7XEGT,,,Yes,Yes,High,,,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
79d38989-fc0e-4b82-a3ee-4a3775d7c7d6,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,5,"Grade Of Concrete in Combined Footing CF2, CF3, CF6 & CF9","In CAD Drawing NO- GNBT-S-TA-FD-1.01, It is mentioned that Footing no CF2,CF3,CF6 and CF9 are of M-50 grade in model Drawing but not given in PDF Drawing . Please confirm The Grade of above mentioned footing.",closed,2025-08-18 00:00:00,,,,"SHYAM SUNDAR ROY (CBM Engineers India): This is updated, that extra note is removed, All footing is in M40 concrete grade",answered,2025-08-20 13:26:44.072,SFB2VPYZKPQ7XEGT,4UJ23BUBLD77JPG2,2025-08-13 12:16:29.738,SFB2VPYZKPQ7XEGT,2025-08-20 13:26:44.117,SFB2VPYZKPQ7XEGT,2025-08-20 13:26:44.072,,SFB2VPYZKPQ7XEGT,2025-08-20 11:05:28.115,G5LJ2CH9PRAMRT7X,Yes,No,High,(X11-12/Y6-8) ,2025-08-13 12:41:08.84,9345131c-2669-4a60-83d8-42ec834cc2b6,c2973acf-c43e-494c-9101-242321c68c40,f,f
