comment_id,bim360_account_id,bim360_project_id,issue_id,comment_body,created_by,created_at
33cfbd99-5bce-4f6a-bd44-7439ac381c8a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9cb2de3e-7315-4c35-9388-0d8cbf180f36,"Dear Chirag ji
Kinldy send us hard copies of staircases and 3rd floor hard copies
",S762NMGBKUB423MM,2025-06-18 05:44:57.085
6c01ccda-895a-4e63-9a5f-a882cd721bef,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,36b8ba42-8886-457d-9358-f9a9a972c51a,"@{""type"": ""user"", ""id"": ""YNUJS2S8LSSR8AJW"", ""name"": ""sunilyadav sunilyadav""} ",KNL28BHPJJMCM75F,2025-06-19 10:37:09.725
bd1f70ea-7992-4518-bb1c-7c79d1463a0f,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,8a77c0fe-ee29-400a-bf8a-5b2ce2c8f5ab,ST-05 drawing uploaded as require. ,67E2T63RRMUGH3NG,2025-06-23 14:10:57.5
7f8a1949-6120-4dd7-8f11-b8f6be83e8d8,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,bd24799a-f477-4ebe-b021-c78484a6ae33,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} whai is this isse and whatis the reasong for rejection, please explain.",FM42EJFZPNC5F3HF,2025-06-26 07:00:45.033
ab6a93a1-de87-40c4-8588-971ea685740a,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,bd24799a-f477-4ebe-b021-c78484a6ae33,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""}  commeted drawing attached . please check .",NTHFQB8P8X3C,2025-06-26 09:32:26.402
1da97b1b-a5d4-4400-9093-bc8585868208,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,ceaf6e02-24d6-4ae8-8e84-a8a884429ea0,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""} ",KNL28BHPJJMCM75F,2025-06-28 11:44:41.245
e12e2913-68ed-472b-9691-20899527a45f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f8328f45-7a32-4d16-b3f7-bf2d55ea9309,Comments need to be resolve ,NTHFQB8P8X3C,2025-07-01 10:45:35.4
441ae6b0-0cfe-41f8-80fa-172ef6cd74c8,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f8328f45-7a32-4d16-b3f7-bf2d55ea9309,Comments need to be resolve as marked.,NTHFQB8P8X3C,2025-07-01 10:49:06.878
bd3558a0-4066-4c6e-b726-c7e1ae079656,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,f7bb14c3-80c6-4fca-afba-bd5b840c0127,Drawing has been issued.,3NH2Q57QKQWJE37V,2025-07-24 09:22:19.675
079918c3-f8f0-4fb2-841b-61b93644aeb0,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,f7bb14c3-80c6-4fca-afba-bd5b840c0127,"Drawing  received, Issue closed.",CMJ2N3U8MSMRM8ZA,2025-07-24 09:23:17.524
d840c683-fede-43c3-9222-0a7e77a9c188,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,a7e0c3b9-dd98-4cad-a619-ce654652a014,Drawing Received. issue Closed.,CMJ2N3U8MSMRM8ZA,2025-07-24 09:24:31.684
325c4993-3e89-41e6-a240-33040eeb347a,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,4e162a17-a2e1-49e4-a3c8-25d2d7f2e63c,Drawing Received. issue Closed.,CMJ2N3U8MSMRM8ZA,2025-07-24 09:24:55.614
e92b29a6-4732-4cbb-a630-f62828740acd,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,928d3355-e0dd-43d8-8beb-00a85a3b0235,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} required drawing has been issued and uploaded on ACC.",7U4JFSY4QDWLDBBX,2025-07-24 09:30:37.389
d85528d0-78cb-4507-9347-df487d8dd24f,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,5b276564-4141-4245-8c84-a507c9cf3a82,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} RFI RESPOS HAS BEEN PROVIDED",MM92S32ERSK2YS7H,2025-07-24 09:32:45.528
11414b0a-c73d-4183-8270-076f22808eb8,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,5b276564-4141-4245-8c84-a507c9cf3a82,RFI response received.,CMJ2N3U8MSMRM8ZA,2025-07-24 09:42:35.507
a141dbfb-e638-4727-96e1-474402b0cc63,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,8a77c0fe-ee29-400a-bf8a-5b2ce2c8f5ab,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} Drawings description yet not updated. Please update at the earliest.
@{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} @{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} ",CMJ2N3U8MSMRM8ZA,2025-07-25 05:35:16.282
fe8f07b9-9b84-4773-8141-db5e5055005c,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,7a1b34a6-3c76-4843-87de-f6cfb9308fb9,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} - What is the status of the drawing? ",G5LJ2CH9PRAMRT7X,2025-07-25 09:45:51.649
db2eaa3d-a1d2-44be-b431-d0bf8fffb7d1,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f8328f45-7a32-4d16-b3f7-bf2d55ea9309,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} - What is the status of the drawing",G5LJ2CH9PRAMRT7X,2025-07-25 09:46:13.879
84a13c25-bcaf-4173-870f-6dc165f3ee95,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,f1dacddf-3448-494e-8174-fa6e45581169,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} Issued",S762NMGBKUB423MM,2025-07-28 06:24:36.177
5458d177-f02e-4073-a26f-88dc3618c552,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,720c873d-c3a9-4cc1-bf4a-c87a4b1b6e57,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} Issued",S762NMGBKUB423MM,2025-07-28 06:25:52.047
a654c8d8-fd9d-401e-8577-e09c61d4bc92,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ee810d9d-48b4-4f95-9e4c-7d7ad119280e,Revised drawing sent by CBM for approval.,G5LJ2CH9PRAMRT7X,2025-08-02 04:17:54.003
b483f125-5293-417b-bdab-fe5440c64c74,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8ed2637f-f3ba-4d85-9c40-50a608b34819,Please disregard the observation uploaded yesterday and focus on the observation as indicated.,NTHFQB8P8X3C,2025-08-02 08:33:21.789
20a2c035-e036-4992-941b-ea94c01eb7d6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,8a77c0fe-ee29-400a-bf8a-5b2ce2c8f5ab,Drawing description updated. Hence closing this issue.,CMJ2N3U8MSMRM8ZA,2025-08-02 10:53:25.008
21ce0e3f-ab98-40b0-a9fc-dd8a227563df,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9cb2de3e-7315-4c35-9388-0d8cbf180f36,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} ST-02 &03 hard copies still awaited.
@{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} @{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} please look into the same.",CMJ2N3U8MSMRM8ZA,2025-08-02 10:56:26.611
df2a56ef-3682-47fe-bf28-f45e59a15090,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,7a1b34a6-3c76-4843-87de-f6cfb9308fb9,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} updated drawing is re uploaded.",FM42EJFZPNC5F3HF,2025-08-05 14:15:24.233
b50f2529-d296-4c55-a160-38206b524a7f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8bf56675-6c83-46a7-b0b4-9335e2dc39de,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} updated drawing is uploaded",FM42EJFZPNC5F3HF,2025-08-05 14:23:35.773
f65e06d3-babe-494a-847c-a9573a7af3ad,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,bcc9998a-a93f-4e9f-82df-6ef4e73ed084,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} updated drawing is uploaded",FM42EJFZPNC5F3HF,2025-08-05 14:24:17.615
bc59018d-c3ef-4c1d-81c5-a909e8063f0b,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,4af66412-912d-4d57-8f58-06c580b09cfe,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} updated drawing uploaded",FM42EJFZPNC5F3HF,2025-08-05 14:25:38.666
3669d64e-997b-4517-8768-5120365f11bb,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,56cd423c-ba07-46dc-83ab-c012ed913aa5,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} updated drawing is uploaded",FM42EJFZPNC5F3HF,2025-08-05 14:26:27.753
44e97ec2-94f1-4364-9dbc-3e3c3c12992c,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,bd24799a-f477-4ebe-b021-c78484a6ae33,All comments are incoporated in dtrawing Issue closed ,NTHFQB8P8X3C,2025-08-12 10:15:04.86
ed1517cb-ece6-448f-8624-96080ac3cf6f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8bf56675-6c83-46a7-b0b4-9335e2dc39de,All comments are incoporated in dtrawing Issue closed,NTHFQB8P8X3C,2025-08-12 10:17:31.383
e277adf5-729c-4904-aefc-7b9af4bbae56,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8ed2637f-f3ba-4d85-9c40-50a608b34819,All comments are incoporated in dtrawing Issue closed,NTHFQB8P8X3C,2025-08-12 10:18:43.319
79ae52a5-49cc-44d4-b93f-606cfb94371c,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8bf56675-6c83-46a7-b0b4-9335e2dc39de,All comments are incoporated in dtrawing Issue closed,NTHFQB8P8X3C,2025-08-12 10:20:21.975
d9bd8df9-3530-4364-bb7c-2fee3e800aad,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8ed2637f-f3ba-4d85-9c40-50a608b34819,All comments are incoporated in dtrawing Issue closed,NTHFQB8P8X3C,2025-08-12 10:20:33.189
32abaf18-8a1b-41a2-b76a-c9bcf1b7da68,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,2c64b87a-4391-4a66-a035-3672a9d35e72,Kindly resolve as marked in drawing for further review.,NTHFQB8P8X3C,2025-08-12 10:37:14.999
dd3a36ca-5ea6-41a9-8dcf-231ce5757cc9,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,3139a390-a48e-4149-a99e-3e5e2d78137a,"@{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""}  issue assigned to the creator. Please check  and  close.",3NH2Q57QKQWJE37V,2025-08-20 07:32:10.905
6ff1de85-89e7-4290-8b81-e4f51dbc0f52,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ee810d9d-48b4-4f95-9e4c-7d7ad119280e,Ground floor drawing issued.,G5LJ2CH9PRAMRT7X,2025-08-22 05:19:42.398
88477eee-ef70-450b-aa89-9e7640d740ed,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ee810d9d-48b4-4f95-9e4c-7d7ad119280e,"@{""type"": ""user"", ""id"": ""7XGJKR7GMJ4QN93J"", ""name"": ""Sandeep Jindal""} Issue assigned to the creator. Please check  and  close.",3NH2Q57QKQWJE37V,2025-08-22 05:38:45.326
44ea98df-0236-4312-a501-f01f86c38ad2,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,d2494a36-bdbe-4c79-a9da-897b768f92c6,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} please find closer report.",CMJ2N3U8MSMRM8ZA,2025-08-22 05:43:14.838
2b58c972-19d1-4769-b8c1-e7ecf22c82b6,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,1963dd66-5e23-494f-b98c-ce8e342571da,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} kindly check  and close the issue.",3NH2Q57QKQWJE37V,2025-08-25 05:16:59.017
7653f4dc-d6f2-46eb-b620-45b66d3555b0,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c988fe00-ef89-4f98-88ba-5bf251ee0ef8,"@Parminder Sharma
kindly check  and close the issue.",3NH2Q57QKQWJE37V,2025-08-25 05:17:55.783
f385634a-5aab-40ab-b554-c91a5157cafc,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,b6377705-b3ad-4b5c-9b6f-1f683c6becd3,Issue generated by mistake from site team. Hence deleting.,3NH2Q57QKQWJE37V,2025-08-26 08:46:40.703
7cc4a0cf-38a1-415a-9524-4ec39e3ad348,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,b6377705-b3ad-4b5c-9b6f-1f683c6becd3,Issue generated by mistake from site team. Hence deleting,3NH2Q57QKQWJE37V,2025-08-26 08:47:04.561
65248595-b490-487e-b471-074d4069ba98,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,1b0d0d13-5371-4f3c-92a9-1a7d6f2988d0,"PT beams: Detailing to be carried out by the PT vendor.
Shear reinforcement: Avoid using 3- or 5-legged stirrups; adopt 2-, 4-, or 6-legged configurations as applicable.
Spandrel beam: Member is failing in shear; required diagonal reinforcement is excessively high—please revise the shear design and detailing.
Other items: Remaining comments are captured in the attached file.
In case you’d like to discuss any point, we’ll be happy to set up a call at your convenience.",S762NMGBKUB423MM,2025-08-26 12:45:31.435
bab4e08d-1d37-40f3-aff9-bc4a053a0290,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,9722a2dc-5680-4e33-b5a8-3a0503aa91be,"Please incorporate these comments

",S762NMGBKUB423MM,2025-08-27 06:11:01.464
57c23c7d-dbf2-49e2-a613-6738547fbe2b,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f46481dd-4791-486d-92ca-a5980b350bff,"PT beams: Detailing to be carried out by the PT vendor.
Shear reinforcement: Avoid using 3- or 5-legged stirrups; adopt 2-, 4-, or 6-legged configurations as applicable.
Spandrel beam: Member is failing in shear; required diagonal reinforcement is excessively high—please revise the shear design and detailing.
Other items: Remaining comments are captured in the attached file.
In case you’d like to discuss any point, we’ll be happy to set up a call at your convenience.",S762NMGBKUB423MM,2025-08-27 06:28:40.811
ca74e5f6-f67c-452f-a53b-47b7db632010,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,1963dd66-5e23-494f-b98c-ce8e342571da,"@{""type"": ""user"", ""id"": ""NTHFQB8P8X3C"", ""name"": ""Parminder Sharma""} please mention proper tiltle in the issue so that can be idendified easily. In All reviews same title mentioned.",CMJ2N3U8MSMRM8ZA,2025-08-27 06:51:20.441
f5145384-68f6-495a-a991-494c5b868522,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,e06ad26c-f865-4907-88d5-52aec0b5cd14,"@{""type"": ""user"", ""id"": ""H4J29KZBMAKAE737"", ""name"": ""Bhanu Pratap Singh""} kindly close the issue if resolved.",3NH2Q57QKQWJE37V,2025-08-28 05:17:08.432
19f8a456-da1f-4140-99e7-a50e44b827db,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,301448f2-52eb-4554-bd2f-3667ce4556ca,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} HVAC & Electrical reatining wall cutouts provided are Approved from our side. Please Update Plumbing & Fire fighting cutouts marked in the attached drawings.",WMZ2BALML3JQXZCF,2025-08-28 05:44:05.153
f7a7fd86-dd99-4616-999c-5f0038b2fd09,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,435dd5e2-8422-4e68-8687-97fe03d18bcb,"Please find attached comments on R-wall detailing, Kindly modify and reshare ASAP ",S762NMGBKUB423MM,2025-08-28 10:34:56.018
f7db84dc-ec8c-43f1-a00b-852566f4aa08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9cb2de3e-7315-4c35-9388-0d8cbf180f36,Stair case hard copies received.,CMJ2N3U8MSMRM8ZA,2025-08-28 12:09:34.38
0442538e-5535-4d15-8d74-4665582b5a63,bf996092-8d66-408a-8d8e-5065ca3330c2,77d5fb8c-5d83-4fa8-8c81-169306f7a8f7,c7afbc06-4b1f-40c7-bcac-48b64fa10e34,"@{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} Noted, We will release the updated drawing by 24th.",XU89MQBQ8MWD,2025-03-21 10:46:37.83
023458bb-fe93-4dc0-8fa5-205defc97999,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,d74b5d17-ae2e-4fdc-a381-895a47133d45,any update,TB52D24RMGKR7MPQ,2025-04-22 05:35:00.794
adea9de1-a86d-4410-897a-536b5ae8432e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,a0547556-db56-4e40-be84-c306fdd1414f,"@{""type"":""user"",""id"":""V9Q2X946QA52XTJG"",""name"":""Abhishek Kumar U""}  completed the work ",MJU2FLVXJAQLGRH7,2025-05-06 07:50:34.825
8b5ab809-c78f-4590-b8bc-4b6f5b97ee9c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,55e832d8-3afc-45f6-893e-685292eaa3b9,"@{""type"":""user"",""id"":""DQ72WAMCK3PT3T58"",""name"":""Sandipan Sarkar""} 
Sir this strengthening is in progress, shall be completed by 10th May 2025.",U8Q2F3P4M3PWWQXF,2025-05-06 10:37:41.758
6a102d0f-0f81-4c75-9c39-3fd2f4656f1d,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,094eac74-0361-4351-bdb0-9f25d8eff195,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} - Please send the hard prints by 23 May 2025.",G5LJ2CH9PRAMRT7X,2025-05-22 05:02:25.052
d4c6bf82-9913-421c-9055-c9e57165b588,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,6c0d5ffc-d71c-4e27-b4da-c10a001f32a1,"@{""type"":""user"",""id"":""U8Q2F3P4M3PWWQXF"",""name"":""Deepak Bhardwaj""}  please provide the closer photo. ",YNUJS2S8LSSR8AJW,2025-05-27 06:05:23.765
5e3a485e-1079-4d52-b3fa-2faf4cf352de,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,094eac74-0361-4351-bdb0-9f25d8eff195,"we have shared the hardcopies and you must have recieved the same.. 
request to please update and close this on ACC. ",67E2T63RRMUGH3NG,2025-05-28 08:53:04.594
d1f3e593-c4fe-4128-98e9-65eb423d6ee5,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,3deb9059-829a-4753-98c7-0c2006473c5b,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""} @{""type"": ""user"", ""id"": ""KNL28BHPJJMCM75F"", ""name"": ""Rajender Gill - VKJ""} please attend the point & close.",CMJ2N3U8MSMRM8ZA,2025-06-07 11:54:20.292
0d531f57-b48e-4a19-8426-b340e3f257d0,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a95f6b04-0ce7-43fa-b172-7da4631d625e,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""} @{""type"": ""user"", ""id"": ""KNL28BHPJJMCM75F"", ""name"": ""Rajender Gill - VKJ""} please attend & close the issue.",CMJ2N3U8MSMRM8ZA,2025-06-07 11:55:10.896
