uid,bim360_account_id,bim360_project_id,description,has_section_assignees,created_at,created_by,updated_at,updated_by,user_created_at
43ac8b82-0870-4564-834e-749d67df14ec,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Brick Masonry Checklist - Omaxe/QA/ACL/020 - R0,f,2025-04-18 08:37:02.765519,674ee48182d3aec5cf1f7053,2025-04-18 08:37:02.765524,674ee48182d3aec5cf1f7053,2025-04-18 08:37:02.765523
95d1b1fa-8c1f-4079-9c4c-845092609b55,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,GI Box Work Checklist - Omaxe/QA/ACL/027 - R0,t,2025-04-18 09:37:40.652599,674ee48182d3aec5cf1f7053,2025-04-18 09:37:40.652603,674ee48182d3aec5cf1f7053,2025-04-18 09:37:40.652602
93867e5b-f7c7-4e60-a5e1-acf5e3323a33,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Cable Tray Work Checklist - Omaxe/QA/ACL/028 - R0,t,2025-04-18 09:42:10.009419,674ee48182d3aec5cf1f7053,2025-04-18 09:42:10.009423,674ee48182d3aec5cf1f7053,2025-04-18 09:42:10.009422
9ca9f059-47eb-481b-87a6-d319e4a94abe,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:43:40.999796,674ee48182d3aec5cf1f7053,2025-04-18 09:43:40.9998,674ee48182d3aec5cf1f7053,2025-04-18 09:43:40.999799
e6a89154-e4e4-400f-b4c9-d4531d428b71,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:44:10.722195,674ee48182d3aec5cf1f7053,2025-04-18 09:44:10.722202,674ee48182d3aec5cf1f7053,2025-04-18 09:44:10.7222
ba5fdbd6-8947-4461-8c48-3ca1b08b30fc,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:44:11.834475,674ee48182d3aec5cf1f7053,2025-04-18 09:44:11.83448,674ee48182d3aec5cf1f7053,2025-04-18 09:44:11.834478
2f5218e1-bacc-4444-bcda-9e3ecb6534b2,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Panel & Distribution Board (DB) Works Checklist - Omaxe/QA/ACL/029 - R0,t,2025-04-18 09:48:12.516292,674ee48182d3aec5cf1f7053,2025-04-18 09:48:12.516297,674ee48182d3aec5cf1f7053,2025-04-18 09:48:12.516296
e6d95f19-95cf-43f0-ab44-88fa7ce08f18,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,MV Panel Work Checklistt - Omaxe/QA/ACL/030 - R0,t,2025-04-18 09:50:52.681509,674ee48182d3aec5cf1f7053,2025-04-18 09:50:52.681515,674ee48182d3aec5cf1f7053,2025-04-18 09:50:52.681514
4c6c6f18-2d97-4f82-a4bf-7bd985e08836,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Cable Work Checklist  - Omaxe/QA/ACL/031 - R0,t,2025-04-18 09:53:08.108782,674ee48182d3aec5cf1f7053,2025-04-18 09:53:08.108786,674ee48182d3aec5cf1f7053,2025-04-18 09:53:08.108785
4bae0265-011a-4759-8034-39a8cd610dfc,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:54:20.722338,674ee48182d3aec5cf1f7053,2025-04-18 09:54:20.722343,674ee48182d3aec5cf1f7053,2025-04-18 09:54:20.722341
0834e8b3-0c5b-4d60-a300-75088e284dfa,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:11.185817,674ee48182d3aec5cf1f7053,2025-04-18 09:55:11.185821,674ee48182d3aec5cf1f7053,2025-04-18 09:55:11.18582
aea78a05-9279-48a8-a328-4fb2bad78ac9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:12.189322,674ee48182d3aec5cf1f7053,2025-04-18 09:55:12.189326,674ee48182d3aec5cf1f7053,2025-04-18 09:55:12.189325
367d1051-a6e1-4452-adb7-546e9452f9a1,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:40.573341,674ee48182d3aec5cf1f7053,2025-04-18 09:55:40.573346,674ee48182d3aec5cf1f7053,2025-04-18 09:55:40.573345
bdfcc911-569a-46cf-89ea-ca00eaa5fd85,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:41.26363,674ee48182d3aec5cf1f7053,2025-04-18 09:55:41.263634,674ee48182d3aec5cf1f7053,2025-04-18 09:55:41.263633
5e1bff83-9d4b-4a6b-b3e5-55770e3e84b8,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:42.44674,674ee48182d3aec5cf1f7053,2025-04-18 09:55:42.446744,674ee48182d3aec5cf1f7053,2025-04-18 09:55:42.446743
35eef1af-d68e-4567-b012-653eb61e9e6e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Backfilling Checklist - Omaxe/QA/ACL/003 - R0,f,2025-04-18 09:55:43.485861,674ee48182d3aec5cf1f7053,2025-04-18 09:55:43.485865,674ee48182d3aec5cf1f7053,2025-04-18 09:55:43.485864
89521471-43c1-4010-b616-b7d30fcee8a6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/QA/ACL/032 - R0,t,2025-04-18 10:01:06.764134,674ee48182d3aec5cf1f7053,2025-04-18 10:01:06.764137,674ee48182d3aec5cf1f7053,2025-04-18 10:01:06.764136
3b2e88e2-aa72-4044-9a24-f61e0fab999c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Lighting & Switching Works Checklist - Omaxe/QA/ACL/033 - R0,t,2025-04-18 10:04:37.490603,674ee48182d3aec5cf1f7053,2025-04-18 10:04:37.490608,674ee48182d3aec5cf1f7053,2025-04-18 10:04:37.490607
49f15da0-51b4-4f99-a1e8-daac00814fb6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Plumbing Work Checklist - Omaxe/QA/ACL/034 - R0,t,2025-04-18 10:11:15.70318,674ee48182d3aec5cf1f7053,2025-04-18 10:11:15.703185,674ee48182d3aec5cf1f7053,2025-04-18 10:11:15.703183
7bbef15f-c3f9-432a-bfaf-acc33a25cb70,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Joinery Work Checklist - Omaxe/QA/ACL/035 - R0,t,2025-04-18 10:21:57.97533,674ee48182d3aec5cf1f7053,2025-04-18 10:21:57.975334,674ee48182d3aec5cf1f7053,2025-04-18 10:21:57.975333
f9859573-3bbe-4133-b1fe-0e0621f2b2e6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face, Door Windows Checklist - Omaxe/QA/ACL/036 - R0,t,2025-04-18 10:27:48.096549,674ee48182d3aec5cf1f7053,2025-04-18 10:27:48.096555,674ee48182d3aec5cf1f7053,2025-04-18 10:27:48.096553
6fd3e098-252a-4095-9648-0ea9bedb52c6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Expansion Joint Treatment Checklist - Omaxe/QA/ACL/037 - R0,t,2025-04-18 10:32:56.143666,674ee48182d3aec5cf1f7053,2025-04-18 10:32:56.143671,674ee48182d3aec5cf1f7053,2025-04-18 10:32:56.143669
586bdd26-96ca-484c-86cf-28a559e277bf,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Anti-Termite Treatment Checklist - Omaxe/QA/ACL/039 - R0,t,2025-04-18 10:39:14.680106,674ee48182d3aec5cf1f7053,2025-04-18 10:39:14.68011,674ee48182d3aec5cf1f7053,2025-04-18 10:39:14.680108
2f8dcfaf-6050-4462-b152-3f6231226c94,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face, External Glazing Checklist - Omaxe/QA/ACL/038 - R0,t,2025-04-18 10:46:29.441912,674ee48182d3aec5cf1f7053,2025-04-18 10:46:29.441917,674ee48182d3aec5cf1f7053,2025-04-18 10:46:29.441915
089b4f5a-5aa3-4ef4-8cd2-a33071e81e20,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Cable Work Checklist  - Omaxe/QA/ACL/031 - R0,f,2025-04-26 09:53:01.91298,674ee48182d3aec5cf1f7053,2025-04-26 09:53:01.912984,674ee48182d3aec5cf1f7053,2025-04-26 09:53:01.912983
45f1240f-1d8d-4779-ac8d-c8720eeae944,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Lighting & Switching Works Checklist - Omaxe/QA/ACL/033 - R0,f,2025-04-26 09:53:02.64504,674ee48182d3aec5cf1f7053,2025-04-26 09:53:02.645045,674ee48182d3aec5cf1f7053,2025-04-26 09:53:02.645044
28a3d9ed-3f1b-4fbb-9c28-c69ad4e374c0,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Joinery Work Checklist - Omaxe/QA/ACL/035 - R0,f,2025-04-26 09:53:03.519428,674ee48182d3aec5cf1f7053,2025-04-26 09:53:03.519433,674ee48182d3aec5cf1f7053,2025-04-26 09:53:03.519432
8a359522-2652-4c97-be96-949fa398f80a,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Conduiting Work Checklist - Omaxe/QA/ACL/026 - R0,f,2025-04-26 09:53:04.677015,674ee48182d3aec5cf1f7053,2025-04-26 09:53:04.677019,674ee48182d3aec5cf1f7053,2025-04-26 09:53:04.677018
bf49928d-f6a9-4e13-8270-b9f663fa5b7c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/QA/ACL/032 - R0,f,2025-04-26 09:53:05.872461,674ee48182d3aec5cf1f7053,2025-04-26 09:53:05.872466,674ee48182d3aec5cf1f7053,2025-04-26 09:53:05.872465
b8b56e7e-1282-4235-8d29-cd4120e3ebfe,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,GI Box Work Checklist - Omaxe/QA/ACL/027 - R0,f,2025-04-26 09:53:06.579769,674ee48182d3aec5cf1f7053,2025-04-26 09:53:06.579773,674ee48182d3aec5cf1f7053,2025-04-26 09:53:06.579772
7b23c006-db98-4330-b9ce-41fa55bc8bec,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Cable Tray Work Checklist - Omaxe/QA/ACL/028 - R0,f,2025-04-26 09:53:07.782307,674ee48182d3aec5cf1f7053,2025-04-26 09:53:07.782311,674ee48182d3aec5cf1f7053,2025-04-26 09:53:07.78231
edc6404d-a513-4da5-9f2e-2e28f95e941c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Scaffolding Checklist - Omaxe/EHS/ACL/001 - R0,t,2025-04-26 10:21:13.903236,674ee48182d3aec5cf1f7053,2025-04-26 10:21:13.903243,674ee48182d3aec5cf1f7053,2025-04-26 10:21:13.903242
f8a5a54c-e3b6-48c5-9df2-8f150e0e216e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Wood Work Checklist  - Omaxe/QA/ACL/023 - R0,t,2025-04-26 10:59:11.92657,674ee48182d3aec5cf1f7053,2025-04-26 10:59:11.926579,674ee48182d3aec5cf1f7053,2025-04-26 10:59:11.926577
024290c5-13b0-4fd1-b382-80bf45dc2ef6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Scaffolding Checklist - Omaxe/EHS/ACL/001 - R0,t,2025-04-26 11:08:01.579944,674ee48182d3aec5cf1f7053,2025-04-26 11:08:01.579949,674ee48182d3aec5cf1f7053,2025-04-26 11:08:01.579948
342599b1-ad87-4343-9bd0-a78c0f2c8f0f,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Personal Protective Equipment Checklist - Omaxe/EHS/ACL/033 - R0,t,2025-04-26 11:11:28.462645,674ee48182d3aec5cf1f7053,2025-04-26 11:11:28.462651,674ee48182d3aec5cf1f7053,2025-04-26 11:11:28.462649
8bab2144-812b-4d65-badf-a11df11081be,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Personal Protective Equipment Checklist - Omaxe/EHS/ACL/01 - R0,t,2025-04-26 11:14:01.854452,674ee48182d3aec5cf1f7053,2025-04-26 11:14:01.854457,674ee48182d3aec5cf1f7053,2025-04-26 11:14:01.854455
82c0b967-1fbd-4041-8d0f-6d94efc8f837,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Scaffolding Checklist - Omaxe/EHS/ACL/007 - R0,t,2025-04-26 11:16:32.502608,674ee48182d3aec5cf1f7053,2025-04-26 11:16:32.502613,674ee48182d3aec5cf1f7053,2025-04-26 11:16:32.502611
d2868b02-d1b2-4cc5-8501-56e12d54a7d2,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/QA/ACL/032 - R0,f,2025-04-26 11:17:01.351032,674ee48182d3aec5cf1f7053,2025-04-26 11:17:01.351036,674ee48182d3aec5cf1f7053,2025-04-26 11:17:01.351035
2a8474bb-9882-44b4-b742-fbe8526447c9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Conduiting Work Checklist - Omaxe/QA/ACL/026 - R0,f,2025-04-26 11:17:02.179583,674ee48182d3aec5cf1f7053,2025-04-26 11:17:02.179588,674ee48182d3aec5cf1f7053,2025-04-26 11:17:02.179586
58c08ea5-77cb-4864-b371-2ab7eb9fe96b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Anti-Termite Treatment Checklist - Omaxe/QA/ACL/039 - R0,f,2025-04-26 11:17:03.450119,674ee48182d3aec5cf1f7053,2025-04-26 11:17:03.450124,674ee48182d3aec5cf1f7053,2025-04-26 11:17:03.450123
c7fdcd8c-d747-4bc9-a47e-1b80933f0dc1,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Joinery Work Checklist - Omaxe/QA/ACL/035 - R0,f,2025-04-26 11:17:04.854731,674ee48182d3aec5cf1f7053,2025-04-26 11:17:04.854735,674ee48182d3aec5cf1f7053,2025-04-26 11:17:04.854734
840cce0a-cfdb-438e-8e9e-d1406e5cecbc,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Scaffolding Checklist - Omaxe/EHS/ACL/007 - R0,f,2025-04-26 11:17:05.796137,674ee48182d3aec5cf1f7053,2025-04-26 11:17:05.796142,674ee48182d3aec5cf1f7053,2025-04-26 11:17:05.796141
2d725f47-8f76-47fc-a8ac-32f15e700d33,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,GI Box Work Checklist - Omaxe/QA/ACL/027 - R0,f,2025-04-26 11:17:06.835931,674ee48182d3aec5cf1f7053,2025-04-26 11:17:06.835937,674ee48182d3aec5cf1f7053,2025-04-26 11:17:06.835936
3eea9099-d921-4e74-80c5-24dade4d4402,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Excavation Checklist - Omaxe/EHS/ACL/003 - R0,t,2025-04-26 11:30:30.651618,674ee48182d3aec5cf1f7053,2025-04-26 11:30:30.651622,674ee48182d3aec5cf1f7053,2025-04-26 11:30:30.651621
83929017-243a-4fb2-ac20-fd2a2696c40e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Scaffolding Checklist - Omaxe/EHS/ACL/004 - R0,t,2025-04-26 11:32:08.745346,674ee48182d3aec5cf1f7053,2025-04-26 11:32:08.745351,674ee48182d3aec5cf1f7053,2025-04-26 11:32:08.74535
520a9977-2c03-447b-b848-6ffca9043c5d,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Pour Card Checklist - Omaxe/QA/ACL/004 to 007 - R1,f,2025-04-26 11:40:52.010731,67d90c4a3ca2f7c9f4ead0df,2025-04-26 11:40:52.010738,67d90c4a3ca2f7c9f4ead0df,2025-04-26 11:40:52.010736
0de35fe2-f6de-4e9f-b32d-e80426343fef,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Pour Card Checklist - Omaxe/QA/ACL/004 to 007 - R1,f,2025-04-26 11:48:54.139445,674ee48182d3aec5cf1f7053,2025-04-26 11:48:54.139452,674ee48182d3aec5cf1f7053,2025-04-26 11:48:54.13945
f69d2bed-6eb4-4959-aebe-fbb791838ba3,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Permit For Working At Night Checklist - Omaxe/EHS-WP/ACL/001 - R0,f,2025-04-26 12:02:20.82683,67d90c4a3ca2f7c9f4ead0df,2025-04-26 12:02:20.826835,67d90c4a3ca2f7c9f4ead0df,2025-04-26 12:02:20.826834
31b16b36-c774-48b2-bec7-7ca91ea7dfd1,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Machine Safeguarding Checklist - Omaxe/EHS/ACL/005 - R0,t,2025-04-26 12:20:52.33194,674ee48182d3aec5cf1f7053,2025-04-26 12:20:52.331944,674ee48182d3aec5cf1f7053,2025-04-26 12:20:52.331943
d55066bc-b597-44b0-bcfc-26216be89988,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/EHS/ACL/005 - R0,t,2025-04-26 12:27:59.766323,674ee48182d3aec5cf1f7053,2025-04-26 12:27:59.766327,674ee48182d3aec5cf1f7053,2025-04-26 12:27:59.766326
7b863f39-0789-45fb-97f9-2013de8f4bd2,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Monitoring For Equipment/ Vehicles Fitness Checklist - Omaxe/EHS/ACL/006 - R0,t,2025-04-26 12:36:39.537016,674ee48182d3aec5cf1f7053,2025-04-26 12:36:39.53702,674ee48182d3aec5cf1f7053,2025-04-26 12:36:39.537019
c9182e02-b3ae-4a08-bc43-fd64d4f199e9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/EHS/ACL/002 - R0,t,2025-04-26 12:40:42.318852,674ee48182d3aec5cf1f7053,2025-04-26 12:40:42.318856,674ee48182d3aec5cf1f7053,2025-04-26 12:40:42.318855
67c08e1b-139b-4c2e-9df3-d3c6f0d71991,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Joinery Work Checklist - Omaxe/QA/ACL/035 - R0,f,2025-04-26 12:44:51.071388,674ee48182d3aec5cf1f7053,2025-04-26 12:44:51.071392,674ee48182d3aec5cf1f7053,2025-04-26 12:44:51.071391
7d78c0c2-072c-4ba3-8313-2ce652a2e273,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Permit For Working At Night Checklist - Omaxe/EHS-WP/ACL/001 - R0,f,2025-04-26 12:44:51.915384,674ee48182d3aec5cf1f7053,2025-04-26 12:44:51.915388,674ee48182d3aec5cf1f7053,2025-04-26 12:44:51.915387
96daad87-099d-497f-87cd-fbd37e657e01,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Earthing Work Checklist- Omaxe/QA/ACL/032 - R0,f,2025-04-26 12:44:53.319176,674ee48182d3aec5cf1f7053,2025-04-26 12:44:53.31918,674ee48182d3aec5cf1f7053,2025-04-26 12:44:53.319179
188d1bca-bd13-423f-8906-45561b219826,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Conduiting Work Checklist - Omaxe/QA/ACL/026 - R0,f,2025-04-26 12:44:54.514335,674ee48182d3aec5cf1f7053,2025-04-26 12:44:54.514339,674ee48182d3aec5cf1f7053,2025-04-26 12:44:54.514338
a015b35a-279d-412c-a1d8-651b75511d4f,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,GI Box Work Checklist - Omaxe/QA/ACL/027 - R0,f,2025-04-26 12:44:55.205689,674ee48182d3aec5cf1f7053,2025-04-26 12:44:55.205693,674ee48182d3aec5cf1f7053,2025-04-26 12:44:55.205692
