rfi_id,bim360_account_id,bim360_project_id,id,created_at,created_by,updated_at,body
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,a1a18151-b933-4e5b-a9ba-3e6bf1808d61,2025-06-06 04:19:12.405,7XGJKR7GMJ4QN93J,2025-06-16 12:11:59.527,requesting to kindly expedite the same. 
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c883eff6-b9f6-493e-a7a9-e8d82b06bbf7,2025-06-11 03:46:18.382,7XGJKR7GMJ4QN93J,2025-06-16 12:11:59.527,Thanks for the details. Kindly confirm if the same will be applied in case of two cut outs e.g. panel number 3 & 4 ( refer image in RFI.
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ffac51a0-6278-48cf-aeee-b206ff5accbc,2025-06-16 06:01:19.648,FM42EJFZPNC5F3HF,2025-06-16 12:11:59.527,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} i have already responded to this, kindly close this."
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,e58bc0df-9a72-4e2e-8f7c-9aa083776330,2025-06-16 10:06:35.672,FM42EJFZPNC5F3HF,2025-06-16 12:11:59.527,"@{""type"": ""user"", ""id"": ""7XGJKR7GMJ4QN93J"", ""name"": ""Sandeep Jindal""} kindly follow section 2 for the details at end of opening, for column length more than that shown in section 2, you need to add more bars maintaining the same spacing."
0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,e3ab3dd3-245b-4926-be70-9d5b2a04d66d,2025-06-24 06:20:37.097,S762NMGBKUB423MM,2025-07-05 03:48:48.606,"@{""type"": ""user"", ""id"": ""LVH2DEFULGBL4AFH"", ""name"": ""Jaydeep Wagh""} Sir
Please provide us a solution for that and revert ASAP
Any information required fro our end do let us know
Thanks "
a8f7f8a0-223e-43e2-8f86-03c530677d76,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,540c071d-a67b-4442-a43a-d8f82874190b,2025-06-24 07:26:10.455,U8Q2F3P4M3PWWQXF,2025-06-24 07:26:10.456,Pls Go ahead with Option no-2 
0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8e539168-2532-41f3-9857-cefec7cb5d20,2025-07-04 08:52:42.344,G5LJ2CH9PRAMRT7X,2025-07-05 03:48:48.606,"@{""type"": ""user"", ""id"": ""7XGJKR7GMJ4QN93J"", ""name"": ""Sandeep Jindal""} - Response has been provided by Geocon. Please close this RFI."
dab585c9-a66f-4494-9db2-798dc6fc7e3e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,bef47fa8-5d4e-4e6b-b59e-fb7107f6f7e6,2025-07-08 10:32:26.221,G5LJ2CH9PRAMRT7X,2025-07-10 13:19:07.904,"@{""type"": ""user"", ""id"": ""H4J29KZBMAKAE737"", ""name"": ""Bhanu Pratap Singh""} - For your information please."
912a0928-1599-459b-b703-92e9c6ac1f29,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a69abeb8-0ba1-4b22-8695-e099e2143614,2025-07-30 09:39:41.417,S762NMGBKUB423MM,2025-08-08 05:46:44.707,"Issue not clear, What is the spacing of bars where 12mm dia bar needs to be provided instead"
bff81e2b-9089-470d-8f07-7311d06b75a7,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,a6104c1a-b4ea-4cb3-9f8a-dd4c0b01f725,2025-07-09 06:07:41.677,S762NMGBKUB423MM,2025-07-23 04:58:58.873,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} 
Please see if we can do this in M25, "
edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,eb3e33a6-6f2c-4a58-918f-354aa67ca202,2025-07-09 06:52:47.588,S762NMGBKUB423MM,2025-07-15 09:13:43.686,"@{""type"": ""user"", ""id"": ""H4J29KZBMAKAE737"", ""name"": ""Bhanu Pratap Singh""} @{""type"": ""user"", ""id"": ""WE82WHZJPFH7CVC8"", ""name"": ""Devender Architect""} 

Kindly clarify"
edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,3c9df841-dc70-4472-8bd0-f5a34179e2bc,2025-07-09 08:41:35.418,H4J29KZBMAKAE737,2025-07-15 09:13:43.686,"@{""type"": ""user"", ""id"": ""WE82WHZJPFH7CVC8"", ""name"": ""Devender Architect""} Please look into it and clarify it by today itself"
edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,44c71244-b843-43c1-a73c-af702b18c91f,2025-07-10 11:23:54.381,7XGJKR7GMJ4QN93J,2025-07-15 09:13:43.686,Requesting for an expedition. 
bff81e2b-9089-470d-8f07-7311d06b75a7,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,9f87561b-74a4-49fd-9367-8320a33831be,2025-07-17 10:45:58.918,FM42EJFZPNC5F3HF,2025-07-23 04:58:58.873,"responded.
"
bff81e2b-9089-470d-8f07-7311d06b75a7,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,d77114d7-aff2-4c44-bbbc-ca34e782675b,2025-07-17 10:46:55.751,FM42EJFZPNC5F3HF,2025-07-23 04:58:58.873,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} CBM's response is submitted and also the updated drawing is included, please close this at your end."
87adb94e-c40f-4f41-be00-b99e961003af,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,abe8ba5a-c50f-4e30-a15a-c3476920e68a,2025-07-24 08:36:31.877,CMJ2N3U8MSMRM8ZA,2025-07-28 04:53:09.323,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""SHYAM SUNDAR ROY""} @{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} @{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} 
Response still awaited."
c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,5f74ba8a-4df5-49ee-9ade-50bff0d2a029,2025-07-22 04:46:07.432,CMJ2N3U8MSMRM8ZA,2025-07-24 06:03:08.527,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} @{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} 
please provide the RFI response."
bb9665af-a15e-4e99-8e86-9e5464b23c45,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a537b721-78d2-4e25-b37d-2861ade6e363,2025-05-14 06:14:26.036,S762NMGBKUB423MM,2025-05-21 12:31:25.826,"Deepak JI
Please find attached response to the said RFI"
16f0e834-6a58-48ab-b7f8-2c678dcbffaa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,28b04ade-0535-4b8b-b723-fb6d499fc2d8,2025-05-26 04:27:19.868,G5LJ2CH9PRAMRT7X,2025-05-29 10:28:33.142,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} - Please clarify for the mismatch of beam size."
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,53be8683-c461-4fef-acc5-c7ed3f0aa041,2025-05-26 04:26:27.314,G5LJ2CH9PRAMRT7X,2025-05-30 04:41:29.284,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} - Please provide the slab reinforcement at corner junction of walk way of STP. "
16f0e834-6a58-48ab-b7f8-2c678dcbffaa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7e1efb8f-8d99-4b74-ac99-8c625d32ec0e,2025-05-26 14:23:12.139,67E2T63RRMUGH3NG,2025-05-29 10:28:33.142,"WITH RFERENCE TO THE RFI RECIEVED - PLEASE NOTE THAT THE BEAM SIZE GIVEN IN SECTION ARE CORRECT, IT IS UPDATED IN LAYOUT AND ATTTCHED HEREWITH AS GFC-R1 WITH MARKING. "
c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,0a3de8f2-5793-4179-b02e-e94de92bbd14,2025-07-24 06:03:08.53,U8Q2F3P4M3PWWQXF,2025-07-24 06:03:08.531,Dear Team VKJ as already Described when RFI raised that this is the clerical mistake and Bind the Beam as per RB14 A To F section . same Drawing received with incorporation of Beam No as per framing Framing Plan. 
cd7c713a-ae11-4092-9580-89bc58188aa8,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7003c934-0a88-409c-ad39-d5a312333e55,2025-08-16 06:45:42.205,U8Q2F3P4M3PWWQXF,2025-08-26 14:34:29.743,Chirag Sir Only Drg 101 Attached Pls attach 102 Rev also
cf8e4bda-8147-4a37-8653-852692a83d1c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,3b91683d-c917-4535-b67b-50f565e22619,2025-08-18 10:12:04.183,NTHFQB8P8X3C,2025-08-19 07:20:15.707,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""} 
Sir, Desired ramp levels has cleared and shared herewith. "
cf8e4bda-8147-4a37-8653-852692a83d1c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c2429bc4-7323-4eb7-80bf-462a4630aa17,2025-08-19 04:44:04.568,H4J29KZBMAKAE737,2025-08-19 07:20:15.707,"Dear Mr.Deepak,
we have answered the RFI, please check and close it"
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,21d9aeae-abd7-4da1-b80c-77a8eba17ae6,2025-08-19 07:03:08.99,KNL28BHPJJMCM75F,2025-08-20 10:25:24.873,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""}"
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,76ea1d1a-5b4d-465f-9ebe-ab32a5683e9a,2025-08-19 11:27:33.161,S762NMGBKUB423MM,2025-08-20 10:25:24.873,Please attach the drawing where this 8mm dia reinforcement needs to be replaced with 12mm
974dd3ab-d863-4dad-b8cd-6daac1016478,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,06695fbd-29a5-4d70-b4f5-b45f0af67009,2025-08-21 12:46:04.468,S762NMGBKUB423MM,2025-08-28 05:46:24.519,"Please send this RFI to the concerned person.
This RFI is related with column layout and setting out which is related to Architecture drawings
"
cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c32da16f-4a5f-47b4-a240-6ade488b87b5,2025-08-21 15:50:09.338,U8Q2F3P4M3PWWQXF,2025-08-21 15:50:09.338,spacing already post on whatsup group on date 19.08.25. 
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,ca11e00a-eb78-4c5b-bd73-d88ce8e22e5b,2025-08-22 09:27:23.78,SFB2VPYZKPQ7XEGT,2025-08-26 09:19:40.025,"F 12 and CF 11 shown in STP area in latest drawing (FD  1.01 ,1.05  )."
2806d303-c642-48b1-af1e-7e81ffb890fc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,0810ea51-fef4-4414-8ce9-c73d637e6fe3,2025-08-28 09:02:10.76,U8Q2F3P4M3PWWQXF,2025-08-28 09:02:10.76,Hard Coy Issued to Site on 22.08.25
96a263f8-ed22-464e-91e0-cfa64dc3b89b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,3911ba74-df8e-4596-b0c6-490dae073cf0,2025-07-22 05:31:11.083,G5LJ2CH9PRAMRT7X,2025-07-25 05:03:23.356,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} - Please provide the response today as reinforcement laying activity is hampering at site. Hence, would request you to please provide the required information. If required please mark in the drawing and issue in next revision."
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,9c8d726e-5015-456d-ad40-6738376641bf,2025-06-02 04:40:50.134,G5LJ2CH9PRAMRT7X,2025-06-03 06:07:49.663,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} - Please always refer the latest revision drawings and not the old revision. This drawing is already issued last week showing reinforcement detail of corner walkway slab of STP area which was rasied through RFI. If you could have refer the latest revision drawing then there is no need to raise this RFI. "
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,26e47184-2017-4372-95b4-2950299b5ad0,2025-06-02 04:43:58.547,G5LJ2CH9PRAMRT7X,2025-06-03 06:07:49.663,"@{""type"": ""user"", ""id"": ""U8Q2F3P4M3PWWQXF"", ""name"": ""Deepak Bhardwaj""} - The recent message sent by myself for you and not for Bhaskar."
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,35bf7540-a10f-4118-83b9-9de7514c9db3,2025-06-03 06:05:48.051,U8Q2F3P4M3PWWQXF,2025-06-03 06:07:49.663,already Issued Drawing in RFI-11
05050ce4-7eb8-47c5-b0d7-2463271de5c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c736971b-9c1e-4f8c-bbe9-3ef3099f8bf7,2025-06-03 06:07:49.666,U8Q2F3P4M3PWWQXF,2025-06-03 06:07:49.666,already issued in RFI-11
45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,da8b1d3c-a49b-417a-835e-d538f4f081ed,2025-06-09 07:20:36.498,CMJ2N3U8MSMRM8ZA,2025-06-16 12:11:59.527,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} @{""type"": ""user"", ""id"": ""G5LJ2CH9PRAMRT7X"", ""name"": ""Dushyant Verma""} It is pending more than 10 days. Please expedite."
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,6637e4f0-f230-42b8-9d6a-af05d99f780d,2025-08-20 10:25:24.876,U8Q2F3P4M3PWWQXF,2025-08-20 10:25:24.876,Dear Rajender Ji pls Find the reply
7282e0b3-873b-4574-bd2c-3fc97d553ee9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,04da5408-818e-42da-a437-b8f04aac62d3,2025-06-20 10:16:26.575,DVW2J8GUNHESYYKC,2025-06-20 12:35:20.266,done
2446521d-2a01-483c-9946-10b851691706,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,c26a34e4-5f97-4c9e-9ba5-68fc1d985a45,2025-07-31 05:49:44.109,U8Q2F3P4M3PWWQXF,2025-07-31 06:04:21.556,pls not repate this type work in future. 
703cfc1d-6e3f-4588-8cce-bb97d726d407,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,853e61af-d3f6-4cd3-a6ee-ad8d63b0efcf,2025-06-23 08:33:33.251,CMJ2N3U8MSMRM8ZA,2025-06-24 07:06:28.689,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} @{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} 
RFI response awaited since 3rd Jun-25. "
a8f7f8a0-223e-43e2-8f86-03c530677d76,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,e618e1fd-934e-44a8-84b4-dd76842d951c,2025-06-23 08:34:30.922,CMJ2N3U8MSMRM8ZA,2025-06-24 07:26:10.453,"@{""type"": ""user"", ""id"": ""S762NMGBKUB423MM"", ""name"": ""Bhaskar Bharadwaj""} @{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} 
RFI response awaited since 9th Jun-25. Please provide."
0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c4788370-a096-4b35-b6f4-a8524d5ed760,2025-06-25 12:07:07.486,S762NMGBKUB423MM,2025-07-05 03:48:48.606,"@{""type"": ""user"", ""id"": ""LVH2DEFULGBL4AFH"", ""name"": ""Jaydeep Wagh""} ,
Kindly share different section for this particular case showing anchors at the said angle ,Please confirm if number of anchors will increase by changing inclination to 70 degree, "
0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ed4d4a04-2c87-4959-8434-71455ccb003a,2025-06-28 03:31:14.229,7XGJKR7GMJ4QN93J,2025-07-05 03:48:48.606,"@{""type"": ""user"", ""id"": ""WGZMNSNY5MBR"", ""name"": ""Ajit Jha""} @{""type"": ""company"", ""id"": ""530426924"", ""name"": ""Indigo Infraprojects Pvt. Ltd.""} @{""type"": ""user"", ""id"": ""YQH2SLPMM8Q48DDT"", ""name"": ""Jitendra Singh""} reference the comment from the consultant Mr Wagh please the needful changing the inclination/core cutting 1 Mt below. Kindly take immediate action. "
53f61369-aaca-4d22-952f-b49d2e81fbf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f378f626-5261-445a-afef-f03477edbcdb,2025-07-03 08:39:47.022,7XGJKR7GMJ4QN93J,2025-07-05 03:50:55.493,"Dear @{""type"": ""user"", ""id"": ""CMJ2N3U8MSMRM8ZA"", ""name"": ""Deepak Kumar""} as discussed in morning kindly share the derails if available with you. "
fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,52ae299f-9b05-47d0-9bdf-515e97893b61,2025-07-09 10:31:43.618,S762NMGBKUB423MM,2025-07-13 07:00:36.788,"@{""type"": ""user"", ""id"": ""67E2T63RRMUGH3NG"", ""name"": ""chirag Lakhani""} 
Kindly Respond"
dab585c9-a66f-4494-9db2-798dc6fc7e3e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,81906d6b-7c7b-474c-8962-7decba7c607c,2025-07-10 13:19:07.908,SFB2VPYZKPQ7XEGT,2025-07-10 13:19:07.908,please follow as same
b03f59d3-7897-46cc-83ec-36e8415858d3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,68471401-7803-4b58-9960-8d01e8ea3ad6,2025-07-17 06:26:44.372,S762NMGBKUB423MM,2025-08-02 05:31:44.952,"@{""type"": ""user"", ""id"": ""LVH2DEFULGBL4AFH"", ""name"": ""Jaydeep Wagh""} 
Please revert ASAP"
bb9665af-a15e-4e99-8e86-9e5464b23c45,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,a09354ea-91d3-4029-b1d4-dbef13e515e6,2025-05-21 12:31:25.828,U8Q2F3P4M3PWWQXF,2025-05-21 12:31:25.829,Dear Bhaskar Ji  Due to long span of beam at some places lap of Top and bottom bar is come in single span and RFI is regarding the same and it will be clear by seen physicaly at site . when the beam and slab binding complete we call your self to inspect and resolve at site. 
cdad1adc-45ec-4168-82b0-16632c84986e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,0161a3ce-fa8e-4583-b003-f3e4f910b2c5,2025-05-22 07:27:31.498,V9Q2X946QA52XTJG,2025-05-22 09:20:06.902,please send to structure consultant
346cb945-c348-4f4c-8402-11dc4e7e4628,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,7ff9b557-b773-43d2-9156-40f47b59844a,2025-05-22 06:14:19.033,S762NMGBKUB423MM,2025-05-23 08:27:12.045,"@{""type"": ""user"", ""id"": ""FM42EJFZPNC5F3HF"", ""name"": ""shyam Sundar Roy""} Ji, Kindly respond to the RFI"
