id,bim360_account_id,bim360_project_id,review_id,versioned_urn,status,created_at,updated_at,round_num
82e6bdb9-781a-4a77-b7db-6809a244c1a1,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,3e665f00-f530-4abd-8527-ee8ce3da3d0f,urn:adsk.wipprod:fs.file:vf.wKm5LOxnSuOID8pMMWHDmQ?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:58:33.042,2025-05-14 11:38:06.023,1
78ccd536-e095-40d1-be19-b79e21d5f1aa,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,c529309d-6370-4615-b332-d363eb8e7df5,urn:adsk.wipprod:fs.file:vf.ftINQ4i_Sw6KvodWfg1V_g?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 11:22:53.366,2025-05-14 11:55:49.662,1
77b7a1f8-f428-4afd-984b-ea4f421e4e5b,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,c529309d-6370-4615-b332-d363eb8e7df5,urn:adsk.wipprod:fs.file:vf.8yxdS-cWQtevGq-fziaMKQ?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 11:22:53.366,2025-05-14 11:55:49.664,1
beaf0876-e3e6-4588-bfab-92f1f7f97bdf,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,c529309d-6370-4615-b332-d363eb8e7df5,urn:adsk.wipprod:fs.file:vf.GBXd_C06SwmSkCIl1_IZgA?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 11:22:53.366,2025-05-14 11:55:50.15,1
c14e9420-09e0-4fc9-816e-6a3ff7a3b14f,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,5da3b0bc-9dfa-48d2-8887-9b98cdf86e02,urn:adsk.wipprod:fs.file:vf.Mv3JRY4BQWu14CSNb5NrGQ?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 11:31:22.393,2025-05-14 11:57:39.848,1
a12536a5-28fa-4cdb-9f6c-b32f90e07f29,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,42b1cefe-d352-4b04-a3e3-321dae8b6630,urn:adsk.wipprod:fs.file:vf.MZsg3D-8SrqudYGp82ixNw?version=2,,2025-08-05 14:18:00.646,2025-08-05 14:18:00.646,1
86b13c39-ea1c-4602-8fe5-00153ed8853b,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,42b1cefe-d352-4b04-a3e3-321dae8b6630,urn:adsk.wipprod:fs.file:vf.eGcGdJr_Qg2Gfmfzs_4cKQ?version=2,,2025-08-05 14:18:00.646,2025-08-05 14:18:00.646,1
53a36e8e-7210-4663-ba80-a7b4a54c0a52,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,a838c6a9-d5a1-475f-bb6c-a2cabf2ee3a5,urn:adsk.wipprod:fs.file:vf.3wQbA4fZS5adLyrkO2z1mA?version=4,,2025-08-05 14:19:58.458,2025-08-05 14:19:58.458,2
06789fe3-75a5-4b92-9f79-64f9e5c18a68,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,a838c6a9-d5a1-475f-bb6c-a2cabf2ee3a5,urn:adsk.wipprod:fs.file:vf.lLJWahB3TpOxZg9UfSU-5w?version=3,,2025-08-05 14:19:58.458,2025-08-05 14:19:58.458,2
c3e2f8ff-c39a-494a-8b25-d84f80b61990,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,a838c6a9-d5a1-475f-bb6c-a2cabf2ee3a5,urn:adsk.wipprod:fs.file:vf.0VEDoWfSSQWSrRg_OO3Tag?version=2,,2025-08-05 14:19:58.458,2025-08-05 14:19:58.458,2
ab21b91f-82a1-4507-9f7b-d494ceaf80dc,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.cxf4rnJLT06hmlN7-SfJFw?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
e1815e6e-f4ba-42d5-8ab5-a10b3d5669a1,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.xuvNUU1NTtyLIE3C4AkaOw?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
90c8c4f9-ac3b-48b8-9edc-5122f976777b,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.gex92MTVR_WO8XWtFw8WsQ?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
3400a106-690b-4b99-a1f4-21903ba9e018,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.bmBTY7h7QDKIcxP-UEFY9Q?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
aff4bc15-df53-42e7-91fc-a61206229721,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.bleGVEwXSCC3NcMpFZdPQA?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
d17f3cb9-ef8e-4ce8-9ebf-cc2406ae970d,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,acecaf3c-c97f-4bcb-95a1-3f765595f68d,urn:adsk.wipprod:fs.file:vf.yiUdhX3QRv67NFIAqW2nPA?version=2,,2025-08-05 14:27:18.811,2025-08-05 14:27:18.811,2
df24da6d-afa5-4f45-994c-8868fb83cf01,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,995bf73b-9837-4897-82ca-2f2f9d845b72,urn:adsk.wipprod:fs.file:vf.hrpDh7H8TlWzh9MAKhKw3A?version=1,,2025-06-28 03:20:48.525,2025-06-28 03:20:48.525,1
660014d6-2bc9-4b57-97c7-d7c67f97eda5,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c99434e8-256d-468f-b8c0-c87d6a5da739,urn:adsk.wipprod:fs.file:vf.hrpDh7H8TlWzh9MAKhKw3A?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""3NGJNZCXN8PBNTRV"",""approverUserName"":""Pankaj Kumar""}",2025-06-28 03:20:17.667,2025-06-28 04:33:32.996,1
a9526c68-9e1e-4629-b7c4-d4cca0f7d275,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,196eb849-7b3a-4f16-910f-035acae5ac97,urn:adsk.wipprod:fs.file:vf.7Y7bdgADS9qdhuL-_nqYbg?version=1,,2025-05-16 11:17:06.874,2025-05-16 11:17:06.874,2
14fea881-6e6e-4fa9-aaac-36984de39770,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,196eb849-7b3a-4f16-910f-035acae5ac97,urn:adsk.wipprod:fs.file:vf.8hinIl-2TNKzQj5yIWhJ4w?version=1,,2025-05-16 11:17:06.874,2025-05-16 11:17:06.874,2
bbfc3673-7425-4808-8a35-663b0168c141,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,196eb849-7b3a-4f16-910f-035acae5ac97,urn:adsk.wipprod:fs.file:vf.dV-vJypmT4iHzaLvGmp1pw?version=1,,2025-05-16 11:17:06.874,2025-05-16 11:17:06.874,2
41b1b556-f82c-4fd3-9089-7eba6d2cf133,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,f47404c0-841d-4c0c-9b6c-13d7193434a5,urn:adsk.wipprod:fs.file:vf.Gdq-vyteTQikg86jj86seA?version=1,,2025-06-30 04:41:10.403,2025-06-30 04:41:10.403,1
1f850cc4-0bce-40f6-9ca5-85ef005cc388,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,2072be7c-8460-41b7-ac16-aef4f8ee2228,urn:adsk.wipprod:fs.file:vf.FOUCg8IORF2enIpPUzyneQ?version=2,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""Z3429E4KRUPBNHD4"",""approverUserName"":""Manoj M""}",2025-02-28 10:25:02.574,2025-02-28 10:31:41.297,1
398bb18a-5282-4a87-9a41-b94cea59ff1f,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,af928233-7ede-425b-90fd-cdf67f660b32,urn:adsk.wipprod:fs.file:vf.ywI1jYd3RaWnQ5yLa-7UvQ?version=4,,2025-05-08 04:59:10.522,2025-05-08 04:59:10.522,1
9a434d43-bafb-4601-b631-80786d1e5ea9,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,af928233-7ede-425b-90fd-cdf67f660b32,urn:adsk.wipprod:fs.file:vf.EFtTJ8hLTK-wIASyGNuYyw?version=3,,2025-05-08 04:59:10.522,2025-05-08 04:59:10.522,1
