id,bim360_account_id,bim360_project_id,review_document_id,created_by,status,text,created_at,updated_at,deleted_at,round_num
3938509,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,d6952ff5-b222-4ad6-8446-f5e8d2e0974c,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938510,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,a45ef7f1-f6cc-42e9-86a2-fc0737a2e39e,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938511,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,c1a3c720-f441-4260-b921-2acd2b456862,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938512,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,f0abcd8d-6356-4f26-8e31-6b233f35d651,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938513,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,11e0a4e3-3f27-4916-b675-2c4bf1e3597b,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938514,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e46f6461-80d7-4f29-a888-601008088760,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938515,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,06d2a596-8f8b-4bdc-9448-df3ba4c7080d,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938516,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,aa097847-2fc4-404a-834e-d87858c786d9,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938517,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,f6de42c2-bd14-46c5-893c-69669271df61,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:49:52.843,2025-07-04 12:49:52.843,,1
3938524,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,7ae6a99f-5249-46d9-88c5-ab7466f4cfd7,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938525,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,78a3af69-9bdc-4097-a647-5ab2bebf1ef4,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938526,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,dfdbe678-25d4-4297-ab32-2e97f1b82547,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938527,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,78bbc411-e1ba-4531-87c5-9dca45d8d282,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938528,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,8ea7bf0b-cbe7-4804-8654-71473bc7494f,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938529,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,a32697bb-7f52-4167-a84a-feb11306d85e,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938530,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,580f70a9-f213-4477-ae47-ff57f6e60125,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938531,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,bded5ab5-3d87-4412-a93d-a6ff0b634639,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938532,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,24d2e05e-b9b4-436e-912d-020cc9971f3a,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3938533,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,90608daa-ee35-4781-a953-17df22ae7c70,S762NMGBKUB423MM,submitted,Comments shared on Mail,2025-07-04 12:50:52.465,2025-07-04 12:50:52.465,,1
3960890,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,c6483857-d46d-4f11-bd8c-d2ff32c63453,FM42EJFZPNC5F3HF,submitted,Not is CBM's Scope.,2025-07-11 05:38:31.23,2025-07-11 05:38:31.23,,1
3960891,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,7ff146b0-7e96-4bca-93f8-ffa8c6744d91,FM42EJFZPNC5F3HF,submitted,Not is CBM's Scope.,2025-07-11 05:38:31.23,2025-07-11 05:38:31.23,,1
3962346,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,0a4f9b3d-6e95-4285-b93b-b22eed83a190,NXBJU9KZRN2LR6EX,submitted,Report is not correct,2025-07-11 13:06:04.182,2025-07-11 13:06:04.182,,1
3962357,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,98f93be5-9fe2-4e03-9362-ef646de98139,NXBJU9KZRN2LR6EX,submitted,Report is submitted previosly,2025-07-11 13:07:19.079,2025-07-11 13:07:19.079,,1
3962383,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e3b3eb4d-f4cc-45bb-9b56-5d2abb3258e7,NXBJU9KZRN2LR6EX,submitted,Report submitted previosly,2025-07-11 13:10:07.806,2025-07-11 13:10:07.806,,1
3962388,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,3a13b3b2-cee5-4519-8d4e-4963ba0a981c,NXBJU9KZRN2LR6EX,submitted,report submitted previosly,2025-07-11 13:10:50.171,2025-07-11 13:10:50.171,,1
4045576,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,cf9c603f-9412-45d7-acea-92198c6b1f11,S8W2PRCHQXETHD6D,submitted,Kindly confirm the tunnel location as mark in the dwg,2025-08-05 04:56:14.634,2025-08-05 04:56:14.634,,1
4047205,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,3e834b4b-c98a-48e2-8ea5-ec9f3721d409,C6Z2RETEN3MN8XZF,submitted,excavation qty. is not correct so change it,2025-08-05 10:52:56.771,2025-08-05 10:52:56.771,,1
4058646,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,d98c46c5-d80c-4468-80c5-4ba1f3d3faf2,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:20:00.261,2025-08-08 07:20:00.261,,1
4058647,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,360fc8b5-7851-4e7e-9b15-bfa6340078e5,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:20:04.272,2025-08-08 07:20:04.272,,1
4058648,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,93fdad24-b358-465c-afc6-ec0f5006e974,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:20:07.74,2025-08-08 07:20:07.74,,1
4058631,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,47a9aa87-8cee-47ab-9302-8aff734519d0,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:13:30.17,2025-08-08 07:13:30.17,2025-08-08 07:18:16.406,1
4058633,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,fe67effb-229c-4dbb-8c87-8f77a71a57fa,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:13:42.479,2025-08-08 07:13:42.479,2025-08-08 07:18:11.875,1
4058634,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,b5f4aa53-4247-4b4a-84b6-7ed4d434f170,VM52VJACLXDVGKG6,submitted,The comments provided in the Excel log appear to have been addressed in these drawings,2025-08-08 07:13:48.518,2025-08-08 07:13:48.518,2025-08-08 07:18:07.525,1
4058971,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,53a36e8e-7210-4663-ba80-a7b4a54c0a52,NTHFQB8P8X3C,submitted,Section -16 Sunken width should be 500 same as plan  ,2025-08-08 09:06:04.773,2025-08-08 09:06:04.773,,2
4076796,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,5b77609c-97d2-4ec4-ac64-67435442a60d,VM52VJACLXDVGKG6,submitted,"All comments mentioned in the Excel log, except comment #18, have been incorporated in the latest drawings. Comment #18 will be addressed by PICE once the combined roof model is prepared.",2025-08-14 09:07:23.753,2025-08-14 09:22:38.127,,2
4076855,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,01a98f11-ed09-4ae2-8b56-c6464e448dbf,VM52VJACLXDVGKG6,submitted,"All comments mentioned in the Excel log, except comment #18, have been incorporated in the latest drawings. Comment #18 will be addressed by PICE once the combined roof model is prepared.",2025-08-14 09:21:46.478,2025-08-14 09:22:22.202,,2
4120077,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,ae9fab91-dd98-4173-936c-9556253554b7,NTHFQB8P8X3C,submitted,It is ok for GFC,2025-08-27 11:54:27.546,2025-08-27 11:54:27.546,,3
4120078,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,8397d499-26be-4f03-aad9-c4217e667719,NTHFQB8P8X3C,submitted,Please attend observation as mentioned earlier.,2025-08-27 11:54:27.546,2025-08-27 11:54:27.546,,3
4120079,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,e3217fd9-0387-4b88-8023-3eac94116f60,NTHFQB8P8X3C,submitted,Please attend observation as mentioned earlier.,2025-08-27 11:54:27.546,2025-08-27 11:54:27.546,,3
3689174,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,a70d409d-3b37-4cbc-a21a-4b22a315fb42,V9Q2X946QA52XTJG,submitted,Please check markups provided on the file,2025-04-23 06:26:16.66,2025-04-23 06:26:16.66,,1
3727300,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,39dc5f9a-ebb7-462e-b500-17e3753530df,V9Q2X946QA52XTJG,submitted,Please check the highlighted area and markups,2025-05-02 07:10:32.363,2025-05-02 07:10:32.363,,1
3733332,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,8b654a7f-7868-4c9e-90b0-6079cc49ee83,V9Q2X946QA52XTJG,submitted,pls check,2025-05-05 10:58:04.208,2025-05-05 10:58:04.208,,2
3733333,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,14e270d0-4b5b-4524-8af2-49de5e1e322c,V9Q2X946QA52XTJG,submitted,pls check,2025-05-05 10:58:04.208,2025-05-05 10:58:04.208,,2
3552848,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,d155ad61-a3f6-4021-99d9-3f38cb447e1b,Z3429E4KRUPBNHD4,submitted,"Check Clouded portion, but OK to proceed",2025-03-12 06:02:32.072,2025-03-12 06:02:32.072,,1
3552850,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,d155ad61-a3f6-4021-99d9-3f38cb447e1b,Z3429E4KRUPBNHD4,submitted,OK proceed,2025-03-12 06:02:56.953,2025-03-12 06:02:56.953,,1
3552852,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,d155ad61-a3f6-4021-99d9-3f38cb447e1b,Z3429E4KRUPBNHD4,submitted,PRoceed,2025-03-12 06:03:20.022,2025-03-12 06:03:20.022,,1
3553730,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,b6bfd054-baf1-4fdf-92cc-5cc722e31993,QNTJJ3CVR726KX4Z,submitted,Ref. The comments marked in Drawings,2025-03-12 10:12:00.998,2025-03-12 10:12:00.998,,1
3553742,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,b6bfd054-baf1-4fdf-92cc-5cc722e31993,Z3429E4KRUPBNHD4,submitted,OK Proceed,2025-03-12 10:17:20.526,2025-03-12 10:17:20.526,,1
3553748,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,b6bfd054-baf1-4fdf-92cc-5cc722e31993,Z3429E4KRUPBNHD4,submitted,OK,2025-03-12 10:17:46.9,2025-03-12 10:17:46.9,,1
3644091,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,024eb84d-2b7a-46a9-8549-6d146d6bdb9e,S8W2PRCHQXETHD6D,submitted,"As discussed, please update and resend",2025-04-09 05:53:05.428,2025-04-09 05:53:05.428,,1
3894567,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,e0f06cad-398d-442d-b7c5-64774a573f37,V9Q2X946QA52XTJG,submitted,Please check the comments,2025-06-21 09:06:59.265,2025-06-21 09:06:59.265,,1
3914026,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,e688f304-445c-4f18-b7e1-7ad9a47bfb3a,3NGJNZCXN8PBNTRV,submitted,Please update title with date.,2025-06-27 06:06:03.621,2025-06-27 06:06:03.621,,1
4036628,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,b5a324b2-46d1-4b70-837e-678968b3d0cb,C6Z2RETEN3MN8XZF,submitted,reload in shared folder,2025-08-01 10:47:15.723,2025-08-01 10:47:15.723,,1
4036659,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7cd915dd-373a-4642-9b04-16f493879664,C6Z2RETEN3MN8XZF,submitted,again send with correct flow,2025-08-01 11:00:18.872,2025-08-01 11:00:18.872,,1
4073608,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,119c0a4d-0cc6-41a1-afd6-9f156ffd7706,NXBJU9KZRN2LR6EX,submitted,11 AUG REPORT ALREADY SUBMITTED,2025-08-13 13:03:41.555,2025-08-13 13:03:41.555,,1
4076069,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,9ac9b578-cfc6-44a9-a67c-3ae962c24501,3NGJNZCXN8PBNTRV,submitted,Correct the Anchor Labour,2025-08-14 05:11:26.57,2025-08-14 05:11:26.57,,1
4088794,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,d1bb4ddf-5832-4016-baf2-f9e3e8cef319,NXBJU9KZRN2LR6EX,submitted,DATE IN DPR IS NOT CORRECT,2025-08-19 04:49:42.873,2025-08-19 04:49:42.873,,1
4109055,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,7c2fee99-ed0f-4419-ae67-22f6794312b9,NXBJU9KZRN2LR6EX,submitted,Already submitted,2025-08-25 13:33:59.23,2025-08-25 13:33:59.23,,1
4109060,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,b762a452-7696-4685-96e8-ad0a7fde7097,NXBJU9KZRN2LR6EX,submitted,Already submitted,2025-08-25 13:34:53.032,2025-08-25 13:34:53.032,,1
