id,rfi_id,bim360_account_id,bim360_project_id,content,updated_by,created_by,on_behalf,status,created_at,updated_at,deleted_at,state
0be78e6b-82fb-4872-86fc-046f5c5f5041,45153a66-5422-4e2f-9a8e-0e3713ff9d2f,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Response received in comments ,7XGJKR7GMJ4QN93J,7XGJKR7GMJ4QN93J,FM42EJFZPNC5F3HF,answered,2025-06-10 14:55:49.429,2025-06-16 12:11:24.859,,submitted
4f97ef35-fcc4-4453-b8f4-40871425275f,96a263f8-ed22-464e-91e0-cfa64dc3b89b,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"With reference to the query received, we would like to inform you that a meeting was already conducted earlier wherein the extent of slab reinforcement was explained in detail to the contractor team.

However, considering the continued confusion from their end, we have revised the reinforcement detailing for improved clarity. The reinforcement details are now shown span-wise separately to ensure better understanding. Additionally, we have made minor modifications in certain areas to achieve a more effective and practical reinforcement arrangement.

Please find attached the updated drawing file for your reference and necessary further action.",,67E2T63RRMUGH3NG,,answered,2025-07-25 04:59:10.584,2025-07-25 04:59:10.584,,submitted
b48483bb-e8c9-4a12-8d1e-2c223d2d8c1b,b03f59d3-7897-46cc-83ec-36e8415858d3,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Please refer the revised drawing issued by Mr. Sandipan Sarkar on 19 July 2025. ,,G5LJ2CH9PRAMRT7X,,answered,2025-08-01 07:43:55.722,2025-08-01 07:43:55.723,,submitted
b9e069de-81e9-415a-a3d5-b4796aee18d8,e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Details Provided.,,CMJ2N3U8MSMRM8ZA,,answered,2025-08-01 10:13:20.516,2025-08-01 10:13:20.516,,submitted
d467b5c9-f443-4631-a48f-d685919ebfd1,5a12549f-3642-4f79-be20-4a54f670a66a,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"yes, As discussed - please follow the Beam B85 details. ",,67E2T63RRMUGH3NG,,answered,2025-08-14 13:57:49.681,2025-08-14 13:57:49.681,,submitted
d0884154-b099-49d7-9a87-58ca7d5408f8,cd7c713a-ae11-4092-9580-89bc58188aa8,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"Please find the attached updated beam B90 with added RCC pardi above beam in ramp profile. 
Given RPB51 is in ramp profile only, hence no need to change in the details. ",,67E2T63RRMUGH3NG,,answered,2025-08-14 14:21:09.73,2025-08-14 14:21:09.73,,submitted
c1075d0b-e2a9-4b22-9b1c-49e927cd7ba0,16f0e834-6a58-48ab-b7f8-2c678dcbffaa,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"WITH RFERENCE TO THE RFI RECIEVED - PLEASE NOTE THAT THE BEAM SIZE GIVEN IN SECTION ARE CORRECT, IT IS UPDATED IN LAYOUT AND ATTTCHED HEREWITH AS GFC-R1 WITH MARKING. ",,67E2T63RRMUGH3NG,,answered,2025-05-26 14:23:38.733,2025-05-26 14:23:38.733,,submitted
1b121846-9531-41ba-a839-7b5fd6206f96,5d584edc-7355-457f-97d2-16c8a0318d6b,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Go with M30,,Z3429E4KRUPBNHD4,,answered,2025-03-07 07:54:59.912,2025-03-07 07:54:59.912,,submitted
384a6c46-7364-4a80-9ec0-a9f45552fbe0,82eab9df-677f-4593-8f6d-8c74e38a1ff6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,550D,,Z3429E4KRUPBNHD4,,answered,2025-03-07 08:03:12.205,2025-03-07 08:03:12.206,,submitted
14b794c1-4533-46ea-ac74-0a3a47e4fd84,82eab9df-677f-4593-8f6d-8c74e38a1ff6,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Ok,,EHAJMY6KJEY6BP5Y,,answered,2025-03-07 08:00:53.928,2025-03-07 08:02:57.515,2025-03-07 08:03:42.042,draft
0a606667-93b2-4824-84c5-aaabdfbc807e,edd56e40-575f-4677-9b28-55fe6b858745,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,"We have discussed this with internal Architecture team, the top of D-wall shall be as per Architecture drawing. We would recommend to dismantle aproximately 600mm D-wall from the existing level. All the reinforcement of D-wall shall also need to be cut. Further dismantling of D-wall will be decided as per final landscape and related services drawings at later stage, and wherever required, only that part need to be dismantle.",,G5LJ2CH9PRAMRT7X,,answered,2025-07-15 07:40:03.256,2025-07-15 07:40:03.256,,submitted
98481d70-9a4f-4293-9c0b-fa3ebb9d4342,c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,with reference to the query - please find the attached drawing with marked R1. ,,67E2T63RRMUGH3NG,,answered,2025-07-23 15:06:51.005,2025-07-23 15:06:51.005,,submitted
ba367099-c901-434c-a627-7724352ba3c1,87adb94e-c40f-4f41-be00-b99e961003af,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,"Please take updated drawings from Published GFC folder, in there we have updated the drawings.

And in the submitted updated drawings there are covered.",,FM42EJFZPNC5F3HF,,answered,2025-07-24 08:43:00.891,2025-07-24 08:43:00.892,,submitted
4abcda66-ea07-4834-8321-7469f55d5c0e,2446521d-2a01-483c-9946-10b851691706,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,extra heighted concrete need to break properly (with min vibration pass thru below conc.) with kept r/f as it is and pour the new concrete by applying proper bonding agent while next pouring. ,,67E2T63RRMUGH3NG,,answered,2025-07-30 14:04:33.798,2025-07-30 14:04:33.798,,submitted
e2906f1b-67c1-4e05-b077-40e423777863,ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,"The Finish Floor Level (FFL) of Basement 2 is -10500mm, while the Top of Slab (TOS) is -10600mm, as indicated in the architectural drawing. There is a typographical error in the foundation drawing. 
Please take into account the FFL is -10500mm and the TOS is -10600mm.",,NTHFQB8P8X3C,,answered,2025-08-22 09:34:02.181,2025-08-22 09:34:02.181,,submitted
7993246c-0a01-4eed-a06d-0c08c23d9577,cdad1adc-45ec-4168-82b0-16632c84986e,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,Drawing issued.,,CMJ2N3U8MSMRM8ZA,,answered,2025-05-22 09:15:24.592,2025-05-22 09:15:24.592,,submitted
b05ad9fb-90fb-44ce-8ce4-58f136c49143,346cb945-c348-4f4c-8402-11dc4e7e4628,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Retaining wall details for Zone 1A & 1C is uploaded here with reference to RFI #2 ,,FM42EJFZPNC5F3HF,,answered,2025-05-22 12:42:19.176,2025-05-22 12:42:19.177,,submitted
6a3b8574-58b3-40b5-8bdb-ee47326c5b53,80ea0e55-fcfd-4c57-9188-712d6c8a9a08,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,at the corner of walk way only the dist. steel of both side path will overlap. for better clarity sketch/part plan details here in attached STP section drawing. ,,67E2T63RRMUGH3NG,,answered,2025-05-28 08:49:16.986,2025-05-28 08:49:16.987,,submitted
61055304-6c55-4b8e-b88d-e4e67ddec948,ebae4fd9-7df4-4399-b7d0-5c192d69587c,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,"Dear Sir,
Please find attached revised reinforcement details.",,CMJ2N3U8MSMRM8ZA,,answered,2025-06-13 08:50:24.712,2025-06-13 08:50:24.712,,submitted
da83b673-f7a1-4f4f-987d-eb1f16abfa44,7282e0b3-873b-4574-bd2c-3fc97d553ee9,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face,ok,,DVW2J8GUNHESYYKC,,answered,2025-06-20 12:34:50.451,2025-06-20 12:34:50.451,,submitted
e58c53ec-e1f1-40ab-888a-f8d052c4354e,703cfc1d-6e3f-4588-8cce-bb97d726d407,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,please find the attached sheet with mentioned/marked replies on the RFI received. ,,67E2T63RRMUGH3NG,,answered,2025-06-23 13:57:17.85,2025-06-23 13:57:17.851,,submitted
3e9b5717-a251-48ca-8294-ad1060e3ecd5,a8f7f8a0-223e-43e2-8f86-03c530677d76,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"all column must be cast in to the given grade, it can not reduce. 
for the adjoining wall construction there are thee option, 
1) provide stopper and cast wall in its provided grade/lower grade after casting of column. 
2) keep dowels at 00 mm cover from columns and than cast Rt.  wall with its separate grade. Re-baring of Rt wall bars to columns - structurally not suggested. 
3) Cast the column and Ramp rt. wall in same grade (of columns) as there are not much ht. wall Rt. walls. 

any of three you may choose and execute accordingly as per site & client conveniency. ",,67E2T63RRMUGH3NG,,answered,2025-06-23 14:09:44.01,2025-06-23 14:09:44.01,,submitted
a31f66d2-883b-4a9f-bb79-a9ae482da5b9,0cd75373-6a38-46af-b878-5abccb5640ca,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Response provided by Mr. Jaydeep Sir. ,,G5LJ2CH9PRAMRT7X,,answered,2025-07-03 10:27:49.027,2025-07-03 10:27:49.027,,submitted
ef89d6fa-469f-459d-a3bb-a55109fa6192,64d26f6f-7580-4bc1-98ba-8ae54eed99fb,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Refer the revised drawing issued on 19 July 2025.,,G5LJ2CH9PRAMRT7X,,answered,2025-07-21 04:12:26.894,2025-07-21 04:12:26.894,,submitted
8ddc1f21-15e5-4adc-9a8d-5930e854b901,87adb94e-c40f-4f41-be00-b99e961003af,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601,Kindly follow the drawing uploaded in published folder,,S762NMGBKUB423MM,,answered,2025-07-28 04:29:28.842,2025-07-28 04:29:28.842,,submitted
866edc93-fe6a-48fc-9f09-d8d5ee7a0d95,cf8e4bda-8147-4a37-8653-852692a83d1c,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,"Sir @ Deepak Bharadwaj 
Desired ramp levels has cleared and shared herewith. ",,NTHFQB8P8X3C,,answered,2025-08-18 10:22:03.126,2025-08-18 10:22:03.126,,submitted
2446b636-4e84-4e42-948d-6c1873bf59c8,d3a76424-f074-4c44-8407-32ea935f177a,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,"This has been discussed with the structural consultant & our structure team, and the correct details will be provided at the earliest.",,H4J29KZBMAKAE737,,answered,2025-08-26 06:52:17.736,2025-08-26 06:52:17.736,,submitted
cb0c7955-e9a2-47c6-a9d2-3e0aef0f447c,ea1b0668-a085-40d5-9a39-6dac25ebe48e,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,Mr. Parminder Sharma has already given response.,,CMJ2N3U8MSMRM8ZA,TZXRKN44WBAJ,answered,2025-08-26 08:42:52.389,2025-08-26 08:42:52.389,,submitted
7d8a2bf1-a962-4fa1-b855-0b184fe06a17,e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,For the foundation coming in STP area separate drawing need to be followed. We are modifying the foundation layout drawing in which F12 and CF11 has now been removed. Foundation drawing shall be issued shortly.,,G5LJ2CH9PRAMRT7X,,answered,2025-08-26 09:19:24.184,2025-08-26 09:19:24.184,,submitted
558326ff-11fb-4f71-b32a-0fe8b3c1a15e,71eb57cc-d3df-4afb-88eb-d3014399addc,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,As per suggested answer - please find the attached revised drawings as GFC. ,,67E2T63RRMUGH3NG,,answered,2025-08-26 14:25:18.392,2025-08-26 14:25:18.392,,submitted
fa2ef140-76f0-4fa2-9560-ecf61ffa583d,adf43e5c-df5e-4ec0-8266-ca4458007f25,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,as per latest plan and stair detail -  pardi is not required on beam. latest drawing attached herewith. ,,67E2T63RRMUGH3NG,,answered,2025-08-26 14:31:04.335,2025-08-26 14:31:04.335,,submitted
